,CASE_ENQUIRY_ID,Source,storm_event,Latitude,Longitude
732411,101001272451,Constituent Call,Juno,42.2491,-71.1278
732412,101001272449,Citizens Connect App,Juno,42.3108,-71.1121
732413,101001272448,Self Service,Juno,42.2798,-71.074
732414,101001272445,Citizens Connect App,Juno,42.3438,-71.1414
732415,101001272444,Constituent Call,Juno,42.3485,-71.158
732416,101001272443,Citizens Connect App,Juno,42.3427,-71.14
732417,101001272442,Self Service,Juno,42.3897,-70.9998
732418,101001272440,Self Service,Juno,42.3113,-71.077
732419,101001272439,City Worker App,Juno,42.3116,-71.1142
732420,101001272438,Constituent Call,Juno,42.3258,-71.0743
732421,101001272436,Constituent Call,Juno,42.3551,-71.0575
732422,101001272435,Constituent Call,Juno,42.373999999999995,-71.0615
732423,101001272434,Constituent Call,Juno,42.3459,-71.0884
732424,101001272432,Constituent Call,Juno,42.2877,-71.1596
732425,101001272431,Constituent Call,Juno,42.3594,-71.0587
732426,101001272430,Citizens Connect App,Juno,42.3318,-71.0462
732427,101001272428,Constituent Call,Juno,42.3292,-71.0921
732428,101001272427,Citizens Connect App,Juno,42.3652,-71.0347
732429,101001272425,Constituent Call,Juno,42.3515,-71.1246
732430,101001272424,Self Service,Juno,42.3176,-71.1082
732431,101001272423,Self Service,Juno,42.3594,-71.0587
732432,101001272421,Constituent Call,Juno,42.3137,-71.0558
732433,101001272420,Constituent Call,Juno,42.2961,-71.0741
732434,101001272419,Self Service,Juno,42.3522,-71.1216
732435,101001272418,Constituent Call,Juno,42.2961,-71.0741
732436,101001272417,Self Service,Juno,42.2942,-71.1667
732437,101001272416,Constituent Call,Juno,42.2877,-71.1596
732438,101001272415,Constituent Call,Juno,42.2557,-71.1192
732439,101001272414,Self Service,Juno,42.3804,-71.0299
732440,101001272413,Citizens Connect App,Juno,42.3768,-71.0642
732441,101001272412,Citizens Connect App,Juno,42.3319,-71.0481
732442,101001272411,Citizens Connect App,Juno,42.3768,-71.0642
732443,101001272410,Self Service,Juno,42.3213,-71.0851
732444,101001272409,Citizens Connect App,Juno,42.2848,-71.0474
732445,101001272406,Citizens Connect App,Juno,42.3441,-71.0809
732446,101001272403,Constituent Call,Juno,42.2695,-71.1666
732447,101001272402,Citizens Connect App,Juno,42.3319,-71.0481
732448,101001272401,Constituent Call,Juno,42.313,-71.0846
732449,101001272400,Citizens Connect App,Juno,42.3319,-71.0481
732450,101001272399,Constituent Call,Juno,42.3594,-71.0587
732451,101001272398,Self Service,Juno,42.2565,-71.1125
732452,101001272397,Citizens Connect App,Juno,42.3425,-71.0884
732453,101001272396,Constituent Call,Juno,42.3502,-71.0933
732454,101001272395,Constituent Call,Juno,42.3765,-71.0591
732455,101001272394,Constituent Call,Juno,42.3502,-71.0933
732456,101001272393,Self Service,Juno,42.3328,-71.0495
732457,101001272392,Constituent Call,Juno,42.3813,-71.0615
732458,101001272391,Constituent Call,Juno,42.2995,-71.0804
732459,101001272390,Constituent Call,Juno,42.2425,-71.1206
732460,101001272388,Self Service,Juno,42.343,-71.1659
732461,101001272387,Self Service,Juno,42.2931,-71.1698
732462,101001272386,Self Service,Juno,42.2472,-71.1125
732463,101001272385,Constituent Call,Juno,42.3454,-71.0717
732464,101001272384,Citizens Connect App,Juno,42.3512,-71.0731
732465,101001272383,Citizens Connect App,Juno,42.3554,-71.0726
732466,101001272382,Self Service,Juno,42.3594,-71.0587
732467,101001272381,Citizens Connect App,Juno,42.3171,-71.1109
732468,101001272380,Citizens Connect App,Juno,42.356,-71.1369
732469,101001272378,Constituent Call,Juno,42.3849,-71.0197
732470,101001272377,Citizens Connect App,Juno,42.3664,-71.033
732471,101001272376,Self Service,Juno,42.2483,-71.1265
732472,101001272371,Self Service,Juno,42.3046,-71.1267
732473,101001272370,Constituent Call,Juno,42.3415,-71.1512
732474,101001272367,Self Service,Juno,42.3532,-71.1495
732475,101001272366,Self Service,Juno,42.312,-71.1284
732476,101001272364,Constituent Call,Juno,42.284,-71.0952
732477,101001272362,Citizens Connect App,Juno,42.3252,-71.0577
732478,101001272359,Citizens Connect App,Juno,42.3307,-71.1118
732479,101001272358,Constituent Call,Juno,42.3461,-71.0799
732480,101001272357,Constituent Call,Juno,42.2896,-71.0683
732481,101001272356,City Worker App,Juno,42.3103,-71.0609
732482,101001272355,Citizens Connect App,Juno,42.3165,-71.0541
732483,101001272354,Constituent Call,Juno,42.3244,-71.1049
732484,101001272353,Constituent Call,Juno,42.3315,-71.0487
732485,101001272350,Constituent Call,Juno,42.2514,-71.1158
732486,101001272348,Constituent Call,Juno,42.3801,-71.0611
732487,101001272347,Constituent Call,Juno,42.3584,-71.0696
732488,101001272345,Citizens Connect App,Juno,42.2486,-71.1269
732489,101001272343,Self Service,Juno,42.3522,-71.1508
732490,101001272342,Self Service,Juno,42.3788,-71.0371
732491,101001272341,Citizens Connect App,Juno,42.3506,-71.058
732492,101001272340,Constituent Call,Juno,42.2534,-71.115
732493,101001272339,City Worker App,Juno,42.3202,-71.0612
732494,101001272336,Citizens Connect App,Juno,42.2473,-71.1149
732495,101001272334,Citizens Connect App,Juno,42.2415,-71.1361
732496,101001272333,Constituent Call,Juno,42.3497,-71.09100000000001
732497,101001272332,Citizens Connect App,Juno,42.2911,-71.1526
732498,101001272329,Self Service,Juno,42.3129,-71.1181
732499,101001272328,Constituent Call,Juno,42.3331,-71.1115
732500,101001272325,Constituent Call,Juno,42.2542,-71.1241
732501,101001272323,Citizens Connect App,Juno,42.2748,-71.0688
732502,101001272321,Constituent Call,Juno,42.2725,-71.0728
732503,101001272320,Self Service,Juno,42.3045,-71.1144
732504,101001272319,Citizens Connect App,Juno,42.3271,-71.1027
